id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
10582,2025-09-20,2999,34,15,5,,243.55,288174.57,prima_vacio
10583,,1879,5,9,3,,34.88,104372.65,"fecha_emision_vacio,prima_vacio"
10588,2025-03-31,2820,70,8,3,,270.74,241447.46,prima_vacio
10589,2026-01-01,2280,16,6,7,453.69,,46117.43,comision_vacio
10592,,1971,39,10,6,1380.58,2144.4,144675.24,fecha_emision_vacio
10597,2025-10-13,872,78,7,8,231.11,14.15,,monto_asegurado_vacio
10598,2025-02-22,1869,51,11,11,1015.22,54.4,,monto_asegurado_vacio
10599,2025-10-31,540,43,7,2,220.18,,24877.04,comision_vacio
10600,,288,56,8,9,976.26,105.03,108173.26,fecha_emision_vacio
10601,2025-03-31,595,25,10,4,817.63,,,"comision_vacio,monto_asegurado_vacio"
10602,2025-10-14,61,4,7,8,900.44,128.11,,monto_asegurado_vacio
10604,2025-08-18,1698,59,12,9,,,146017.09,"prima_vacio,comision_vacio"
10607,2025-06-16,2670,52,7,12,,,354195.34,"prima_vacio,comision_vacio"
10608,2025-12-27,2266,45,15,5,1231.79,131.63,,monto_asegurado_vacio
10609,2025-12-09,208,60,5,11,1278.64,,170167.52,comision_vacio
10610,,2103,3,4,10,543.54,54.69,,"fecha_emision_vacio,monto_asegurado_vacio"
10611,2025-08-11,672,34,9,1,1691.35,120.71,,monto_asegurado_vacio
10612,2025-12-24,2261,23,5,7,1982.68,,373547.53,comision_vacio
10616,,665,29,13,11,1099.25,226.98,,"fecha_emision_vacio,monto_asegurado_vacio"
10618,2025-01-01,1188,69,3,2,1463.88,355.17,,monto_asegurado_vacio
10619,2025-11-18,1482,27,15,1,316.05,,,"comision_vacio,monto_asegurado_vacio"
10621,2026-01-03,61,43,15,1,549.57,,42699.85,comision_vacio
10624,2025-08-31,1779,42,6,10,777.73,1120.36,,monto_asegurado_vacio
10626,2025-04-08,1598,6,4,12,,91.64,,"prima_vacio,monto_asegurado_vacio"
10627,2025-11-25,244,69,8,11,1747.44,,158350.36,comision_vacio
10629,2026-01-16,2092,45,11,3,,222.19,165615.88,prima_vacio
10630,2025-01-22,686,9,9,10,,,97088.35,"prima_vacio,comision_vacio"
10633,2025-05-06,127,9,6,7,,239.52,119103.64,prima_vacio
10634,2025-04-23,1567,69,10,1,1566.81,,173748.03,comision_vacio
10639,2025-02-06,1276,95,12,12,1049.81,,140992.76,comision_vacio
10640,2025-02-03,1468,45,5,6,,,125526.48,"prima_vacio,comision_vacio"
10641,2025-02-24,919,42,6,6,137.76,26.82,,monto_asegurado_vacio
10642,2025-11-27,336,37,9,5,882.08,,101934.47,comision_vacio
10644,2025-10-17,1257,8,13,5,,148.85,21334.22,prima_vacio
10645,,1242,75,15,11,64.98,7.24,5445.45,fecha_emision_vacio
10646,,803,75,3,5,1937.62,300.67,237653.82,fecha_emision_vacio
10647,2026-01-15,1102,56,8,9,727.22,,47585.87,comision_vacio
10651,2025-08-06,778,77,7,12,,,75233.35,"prima_vacio,comision_vacio"
10654,2025-11-14,739,17,3,8,1269.94,228.4,,monto_asegurado_vacio
10656,2025-08-25,379,12,8,1,,,169518.56,"prima_vacio,comision_vacio"
10657,,2988,62,3,6,196.17,19.5,29972.77,fecha_emision_vacio
10659,2025-09-23,1675,11,7,2,959.86,,,"comision_vacio,monto_asegurado_vacio"
10662,2025-08-30,801,47,1,11,1553.41,,,"comision_vacio,monto_asegurado_vacio"
10663,,311,40,5,9,,90.94,160191.11,"fecha_emision_vacio,prima_vacio"
10667,2025-07-04,633,70,13,11,,29.35,56943.27,prima_vacio
10670,2025-08-18,2971,8,14,6,1718.28,,271652.18,comision_vacio
10671,2025-12-04,1644,71,4,4,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
10673,2025-11-29,1198,2,2,8,,75.12,64181.63,prima_vacio
10674,2025-10-17,2832,2,4,9,0.0,,239586.66,comision_vacio
10675,2025-10-05,1127,14,4,4,839.36,,,"comision_vacio,monto_asegurado_vacio"
10677,2026-02-16,828,25,14,8,115.08,,,"comision_vacio,monto_asegurado_vacio"
10680,,630,16,13,8,1703.48,113.74,64407.67,fecha_emision_vacio
10684,2025-03-06,391,63,12,2,,84.73,,"prima_vacio,monto_asegurado_vacio"
10685,2025-09-02,359,69,3,5,,34.71,,"prima_vacio,monto_asegurado_vacio"
10686,2026-01-19,1776,67,2,7,212.24,39.37,,monto_asegurado_vacio
10687,2025-05-10,167,2,11,3,701.49,,115840.31,comision_vacio
10689,2025-05-09,2237,79,8,8,,2826.89,242105.53,prima_vacio
10694,2025-05-06,1677,12,4,9,1036.33,,,"comision_vacio,monto_asegurado_vacio"
10695,2025-09-21,216,7,13,11,1218.59,,143565.07,comision_vacio
10696,,2018,26,9,6,1160.4,,24525.22,"fecha_emision_vacio,comision_vacio"
10698,2025-05-25,853,27,14,12,,68.34,62219.55,prima_vacio
10701,2025-03-18,918,55,2,10,198.07,,28698.36,comision_vacio
10702,2025-09-04,1746,78,10,3,,201.98,23827.11,prima_vacio
10703,2025-09-24,1516,10,4,8,329.93,,27950.49,comision_vacio
10704,2025-02-24,2072,32,13,6,,152.34,18425.79,prima_vacio
10705,2025-11-13,1081,59,13,5,1011.18,100.41,,monto_asegurado_vacio
10706,2026-01-09,2145,31,9,2,135.13,,,"comision_vacio,monto_asegurado_vacio"
10707,2025-07-15,2836,65,12,12,,61.76,,"prima_vacio,monto_asegurado_vacio"
10709,2025-05-23,1028,65,13,12,126.35,,22476.4,comision_vacio
10710,2025-05-18,879,8,4,9,,,139270.23,"prima_vacio,comision_vacio"
10714,2025-03-14,2757,22,12,12,,334.22,43621.65,prima_vacio
10715,2026-01-26,566,7,15,1,,345.86,277581.69,prima_vacio
10716,2025-01-12,712,66,4,8,307.7,,59299.83,comision_vacio
10717,,2771,77,11,8,588.87,134.77,75127.96,fecha_emision_vacio
10720,,2595,55,3,9,1644.34,177.29,61413.48,fecha_emision_vacio
10721,2025-10-10,834,31,14,3,,53.7,104665.91,prima_vacio
10723,2025-05-04,1102,59,3,6,,42.8,95255.06,prima_vacio
10725,2025-07-14,2954,39,9,12,1057.91,125.64,,monto_asegurado_vacio
10726,2025-03-31,2373,77,3,7,1281.05,273.79,,monto_asegurado_vacio
10727,2025-01-20,2081,40,13,2,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
10729,2025-07-19,2430,57,9,10,1092.08,80.94,,monto_asegurado_vacio
10730,2025-10-09,1136,35,14,9,,77.85,131473.3,prima_vacio
10731,2025-03-07,2760,51,15,2,,63.29,15153.97,prima_vacio
10732,2025-04-16,1245,54,5,2,1246.75,,67022.94,comision_vacio
10734,2026-01-02,2471,11,8,2,1868.32,276.6,,monto_asegurado_vacio
10735,2025-08-27,60,35,11,7,1044.56,120.97,,monto_asegurado_vacio
10737,2025-05-05,777,34,15,3,1637.79,,106029.13,comision_vacio
10738,2025-11-06,1900,69,9,3,,,248425.47,"prima_vacio,comision_vacio"
10739,2025-02-07,2552,9,7,9,,47.62,75997.76,prima_vacio
10741,,1761,37,6,2,,335.29,175954.54,"fecha_emision_vacio,prima_vacio"
10744,2025-04-13,1907,48,11,9,526.19,,79904.54,comision_vacio
10745,2025-05-15,1042,26,7,1,,70.79,49638.65,prima_vacio
10746,2025-01-20,1491,14,5,1,,76.62,26843.84,prima_vacio
10747,2025-12-06,2782,68,14,1,257.6,18.53,,monto_asegurado_vacio
10750,2025-07-08,45,22,9,10,939.02,190.32,,monto_asegurado_vacio
10751,2025-06-21,1201,72,10,5,,69.31,,"prima_vacio,monto_asegurado_vacio"
10756,,2991,47,15,12,619.65,,64308.48,"fecha_emision_vacio,comision_vacio"
10757,2025-07-31,1311,9,14,4,1238.34,,172074.32,comision_vacio
10759,2025-05-12,3867,61,14,5,495.69,76.1,,monto_asegurado_vacio
10764,,1363,51,7,5,,,1574.84,"fecha_emision_vacio,prima_vacio,comision_vacio"
10765,2026-02-08,474,79,5,2,229.82,,,"comision_vacio,monto_asegurado_vacio"
10768,2025-05-08,74,7,3,10,,134.86,32365.18,prima_vacio
10769,2025-02-08,2565,7,4,10,496.49,122.11,,monto_asegurado_vacio
10770,2025-10-13,1516,57,1,1,,270.08,82242.11,prima_vacio
10782,2025-09-02,191,70,1,8,575.99,,104289.87,comision_vacio
10783,2025-06-24,1677,58,8,11,293.49,,,"comision_vacio,monto_asegurado_vacio"
10784,2025-12-06,2201,10,8,12,1988.69,182.2,,monto_asegurado_vacio
10785,2026-01-02,1355,63,7,3,1017.77,,32381.84,comision_vacio
10786,2025-01-07,1676,6,6,3,1590.17,194.22,,monto_asegurado_vacio
10787,2025-07-14,2889,79,10,4,,56.66,,"prima_vacio,monto_asegurado_vacio"
10789,,2035,35,9,7,1858.38,325.18,196832.21,fecha_emision_vacio
10791,2025-05-02,2476,79,5,3,,35.31,58958.42,prima_vacio
10792,2025-11-24,1268,30,7,5,573.88,71.66,,monto_asegurado_vacio
10793,2025-07-01,658,45,1,5,1971.09,,71214.0,comision_vacio
10795,2025-12-09,424,45,9,5,1188.84,,,"comision_vacio,monto_asegurado_vacio"
10801,2025-09-01,1483,73,6,9,,638.62,,"prima_vacio,monto_asegurado_vacio"
10804,2025-10-31,2773,8,6,5,995.75,,93750.22,comision_vacio
10809,2025-08-23,526,43,11,6,1908.67,,337533.48,comision_vacio
10810,2025-12-23,1498,74,6,7,,425.19,351877.52,prima_vacio
10811,2025-10-03,2624,52,4,10,490.25,93.96,,monto_asegurado_vacio
10813,,2410,33,12,8,456.32,70.0,66540.13,fecha_emision_vacio
10814,2026-01-13,2627,19,14,7,,54.58,13276.03,prima_vacio
10815,2025-11-04,2937,64,3,4,941.56,112.52,,monto_asegurado_vacio
10816,2025-10-18,2420,44,10,2,1436.59,,202871.84,comision_vacio
10817,2025-04-03,1523,66,14,5,1916.22,303.11,,monto_asegurado_vacio
10821,2026-01-15,985,68,5,3,,111.9,30921.3,prima_vacio
10822,2025-10-25,1990,44,15,8,1301.16,,167665.93,comision_vacio
10823,,434,16,10,11,1192.67,273.61,190781.8,fecha_emision_vacio
10825,2025-05-26,2615,80,14,3,1942.86,131.03,,monto_asegurado_vacio
10829,2025-04-15,657,33,4,6,,160.45,118867.03,prima_vacio
10830,2025-03-03,2194,36,12,3,478.57,,,"comision_vacio,monto_asegurado_vacio"
10832,2025-12-31,2293,6,6,7,99.52,,,"comision_vacio,monto_asegurado_vacio"
10833,2025-04-30,1169,45,12,7,141.87,,,"comision_vacio,monto_asegurado_vacio"
10835,2025-04-28,1907,3,4,7,356.86,28.78,,monto_asegurado_vacio
10836,2025-02-02,81,59,11,11,1913.46,,,"comision_vacio,monto_asegurado_vacio"
10837,,313,61,14,1,925.83,155.24,28748.99,fecha_emision_vacio
10839,2025-11-25,2902,62,11,9,591.32,,117496.72,comision_vacio
10844,,427,54,7,11,,206.67,108828.23,"fecha_emision_vacio,prima_vacio"
10845,2025-05-16,2858,69,9,10,,139.28,,"prima_vacio,monto_asegurado_vacio"
10846,2025-03-01,1668,29,9,6,,325.9,165903.71,prima_vacio
10851,2026-09-02,1560,28,13,8,1081.17,67.36,,monto_asegurado_vacio
10852,,2578,10,13,12,1291.62,195.17,,"fecha_emision_vacio,monto_asegurado_vacio"
10854,2026-01-28,2906,57,11,10,593.82,99.43,,monto_asegurado_vacio
10857,2026-02-17,2264,26,6,9,,,76998.97,"prima_vacio,comision_vacio"
10859,2025-08-04,1331,77,6,1,,,40745.57,"prima_vacio,comision_vacio"
10860,2025-12-12,1366,5,15,8,1881.71,390.56,,monto_asegurado_vacio
10861,2025-04-13,426,26,1,1,815.84,189.02,,monto_asegurado_vacio
10866,2026-04-01,2206,73,6,10,,327.16,54934.15,prima_vacio
10867,2025-08-05,942,49,8,5,508.56,,95136.5,comision_vacio
10868,2025-12-02,2505,56,8,1,1467.21,314.76,,monto_asegurado_vacio
10869,2025-02-10,1660,10,6,9,604.12,145.22,,monto_asegurado_vacio
10871,2025-09-15,2876,75,3,3,1157.77,110.69,,monto_asegurado_vacio
10874,2025-09-18,2541,80,7,2,1708.91,,179311.78,comision_vacio
10875,2026-01-06,1357,7,12,10,1001.15,201.08,,monto_asegurado_vacio
10876,2025-07-30,432,68,10,2,,240.34,106434.72,prima_vacio
10877,,3630,71,6,3,1286.36,217.2,116552.06,fecha_emision_vacio
10879,2025-01-31,1211,36,6,11,,97.99,154461.95,prima_vacio
10880,2025-11-19,2727,40,9,11,,183.93,145930.41,prima_vacio
10882,,1931,76,1,7,498.23,116.53,64726.18,fecha_emision_vacio
10883,2026-01-25,1837,61,13,2,1467.11,74.15,,monto_asegurado_vacio
10887,2026-01-14,2,46,2,6,,228.2,218942.76,prima_vacio
10888,2025-11-09,1751,45,9,10,1420.24,,270278.76,comision_vacio
10889,2025-12-21,1102,30,7,12,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
10890,2026-02-10,110,79,2,1,,185.06,,"prima_vacio,monto_asegurado_vacio"
10891,2025-10-02,2191,9,1,4,,,75645.62,"prima_vacio,comision_vacio"
10892,2025-01-19,1839,62,4,1,650.16,37.64,,monto_asegurado_vacio
10897,,1629,51,15,4,1647.62,117.92,245094.78,fecha_emision_vacio
10898,2025-09-20,2421,45,6,7,,421.78,95985.13,prima_vacio
10899,2025-08-27,423,55,6,7,,187.97,,"prima_vacio,monto_asegurado_vacio"
10900,2026-02-11,1369,67,11,10,1533.31,246.43,,monto_asegurado_vacio
10901,2025-07-10,1745,64,13,1,,267.75,118171.23,prima_vacio
10902,,2190,65,14,9,1794.73,154.19,244677.95,fecha_emision_vacio
10903,,1187,23,9,4,1785.94,444.79,,"fecha_emision_vacio,monto_asegurado_vacio"
10905,2025-06-03,1841,47,11,1,,91.09,76141.62,prima_vacio
10906,2026-02-12,2769,107,3,9,,128.09,,"prima_vacio,monto_asegurado_vacio"
10907,2025-01-23,2897,50,7,11,107.85,,13734.45,comision_vacio
10908,2025-07-02,1727,20,6,12,622.94,37.61,,monto_asegurado_vacio
10913,,2831,21,12,5,1975.73,,389252.02,"fecha_emision_vacio,comision_vacio"
10914,2025-12-23,2115,80,15,9,237.82,,33593.11,comision_vacio
10915,,529,25,13,5,818.69,63.26,,"fecha_emision_vacio,monto_asegurado_vacio"
10919,2025-07-26,634,55,5,8,143.95,34.2,,monto_asegurado_vacio
10920,,417,53,5,8,1855.21,,94913.41,"fecha_emision_vacio,comision_vacio"
10921,2025-04-13,1279,50,14,4,,105.41,11884.89,prima_vacio
10923,2025-11-13,973,19,6,9,1019.67,72.32,,monto_asegurado_vacio
10924,2025-07-08,712,67,7,3,1226.71,223.63,,monto_asegurado_vacio
10925,2025-02-15,2709,23,4,4,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
10927,2025-05-23,254,5,15,9,1685.79,,171916.68,comision_vacio
10931,2025-02-24,721,33,1,1,,,57077.73,"prima_vacio,comision_vacio"
10932,2025-11-02,3584,2,15,5,664.19,142.99,,monto_asegurado_vacio
10933,2026-02-18,21,41,2,11,,25.4,17922.87,prima_vacio
10934,2025-12-26,1184,9,9,4,,274.89,105148.93,prima_vacio
10937,2025-09-17,2731,28,4,6,1999.64,,191441.87,comision_vacio
10938,,2546,71,10,7,1734.18,269.43,,"fecha_emision_vacio,monto_asegurado_vacio"
10942,2026-01-21,206,48,5,6,0.0,0.0,,monto_asegurado_vacio
10943,2026-02-17,2817,47,2,12,1722.34,144.99,,monto_asegurado_vacio
10944,,413,13,3,3,1103.2,170.94,148995.41,fecha_emision_vacio
10950,2025-11-16,1372,54,12,8,962.2,151.91,,monto_asegurado_vacio
10951,2025-08-22,861,68,11,1,1091.69,,40764.41,comision_vacio
10954,2025-09-11,2683,43,5,1,,32.72,35616.31,prima_vacio
10956,2026-01-10,2673,28,3,5,1331.35,,194444.46,comision_vacio
10958,2025-06-01,1024,36,9,7,,,79510.05,"prima_vacio,comision_vacio"
10959,2025-08-04,761,33,11,10,1654.64,,51123.36,comision_vacio
10960,,1260,65,5,6,,43.69,8599.29,"fecha_emision_vacio,prima_vacio"
10963,2025-08-23,2155,61,8,3,441.24,,,"comision_vacio,monto_asegurado_vacio"
10966,2025-11-22,677,39,8,10,,249.42,,"prima_vacio,monto_asegurado_vacio"
10968,,610,43,12,9,1234.8,236.47,228714.29,fecha_emision_vacio
10969,2025-10-24,1966,46,15,9,,206.01,182172.17,prima_vacio
10970,2025-06-09,2115,45,3,12,1710.29,,138277.43,comision_vacio
10972,2026-01-19,143,44,12,8,214.3,,19919.35,comision_vacio
10977,2025-12-02,506,72,2,5,1971.34,352.54,,monto_asegurado_vacio
10979,2026-11-01,2173,48,15,5,,89.61,,"prima_vacio,monto_asegurado_vacio"
10983,2025-12-28,668,67,9,2,1940.66,,148423.52,comision_vacio
10984,2025-12-03,2141,63,11,7,,148.75,70621.51,prima_vacio
10986,2026-02-19,504,29,15,1,,201.66,,"prima_vacio,monto_asegurado_vacio"
10989,2025-05-02,2218,17,10,5,1127.29,103.29,,monto_asegurado_vacio
10990,,2836,11,3,2,1555.42,178.78,117106.86,fecha_emision_vacio
10991,2025-12-22,2161,48,11,3,1173.7,,101569.11,comision_vacio
10992,,836,21,7,12,1439.94,104.33,129890.88,fecha_emision_vacio
10993,2025-09-24,746,69,8,11,1414.67,135.8,,monto_asegurado_vacio
10996,2025-12-15,1188,64,11,5,1583.3,236.11,,monto_asegurado_vacio
10997,,777,38,5,9,117.84,24.96,10963.21,fecha_emision_vacio
10998,2025-03-29,901,31,13,1,636.77,,117488.59,comision_vacio
10999,2025-11-20,246,51,11,7,,321.3,284930.53,prima_vacio
11008,2025-07-16,177,22,14,8,,272.01,76301.65,prima_vacio
11011,2025-04-03,1616,36,6,7,,87.02,43323.29,prima_vacio
11014,2025-03-07,2802,14,8,8,1007.49,,120897.02,comision_vacio
11015,2025-08-03,2698,39,6,5,,287.95,,"prima_vacio,monto_asegurado_vacio"
11017,,1843,71,8,7,1418.23,354.37,169903.29,fecha_emision_vacio
11018,2025-07-10,3736,43,10,3,,8.89,24892.08,prima_vacio
11027,2025-09-24,1589,15,4,10,1816.4,282.3,,monto_asegurado_vacio
11028,2025-06-12,2950,62,10,10,,91.34,119367.99,prima_vacio
11029,2025-09-13,237,73,4,10,1206.97,184.44,,monto_asegurado_vacio
11032,,933,20,10,1,130.51,9.3,25807.49,fecha_emision_vacio
11033,2025-09-11,714,35,2,5,1994.04,,59953.4,comision_vacio
11034,2025-12-10,304,12,2,9,764.58,,,"comision_vacio,monto_asegurado_vacio"
11035,2025-07-13,776,33,10,9,,196.89,212273.89,prima_vacio
11037,2025-03-18,445,11,4,7,,250.72,148787.64,prima_vacio
11038,2025-12-11,2877,26,2,6,,1434.95,156389.14,prima_vacio
11039,2025-11-19,1642,11,14,4,1137.55,,164141.32,comision_vacio
11041,2025-01-18,319,77,7,9,1601.03,,145630.63,comision_vacio
11042,,3713,56,3,8,1956.11,,276804.16,"fecha_emision_vacio,comision_vacio"
11043,2025-01-10,2102,10,10,2,,140.32,21402.06,prima_vacio
11044,,1729,79,8,1,969.74,163.03,,"fecha_emision_vacio,monto_asegurado_vacio"
11046,2025-12-19,554,6,7,8,,,142153.77,"prima_vacio,comision_vacio"
11047,2025-12-12,291,21,12,9,742.94,93.95,,monto_asegurado_vacio
11048,2025-08-07,550,13,12,3,807.38,55.68,,monto_asegurado_vacio
11051,2025-08-28,2193,44,11,1,206.07,39.79,,monto_asegurado_vacio
11052,2025-10-08,2387,44,9,8,810.07,141.61,,monto_asegurado_vacio
11053,,110,80,12,10,366.74,90.34,48072.75,fecha_emision_vacio
11058,2025-08-04,47,1,1,11,,,96754.73,"prima_vacio,comision_vacio"
11059,,1538,116,2,10,,105.51,,"fecha_emision_vacio,prima_vacio,monto_asegurado_vacio"
11061,2026-02-17,1135,77,4,3,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
11063,2025-09-16,1187,38,7,1,,271.88,88037.52,prima_vacio
11064,,2697,9,6,9,1975.96,386.69,349427.5,fecha_emision_vacio
11065,,2590,31,4,7,432.83,101.11,,"fecha_emision_vacio,monto_asegurado_vacio"
11066,2025-01-29,1154,59,1,11,,89.98,,"prima_vacio,monto_asegurado_vacio"
11068,2025-12-03,550,37,13,12,162.63,,30830.87,comision_vacio
11070,2025-08-28,1237,25,9,2,834.42,,77232.37,comision_vacio
11075,2025-11-27,1295,24,2,3,,227.87,221005.93,prima_vacio
11076,2025-05-13,879,62,14,9,1894.04,278.3,,monto_asegurado_vacio
11078,2025-11-07,204,41,5,6,744.1,113.21,,monto_asegurado_vacio
11079,2025-12-23,33,44,9,9,,211.17,,"prima_vacio,monto_asegurado_vacio"
11082,2026-01-17,2113,92,15,1,,356.54,330039.49,prima_vacio
11083,,894,19,13,1,1363.29,,205718.08,"fecha_emision_vacio,comision_vacio"
11084,,2437,54,9,5,454.56,56.18,85773.31,fecha_emision_vacio
11085,2025-08-28,753,79,10,12,89.91,4.94,,monto_asegurado_vacio
11088,2025-02-14,1165,60,12,11,,238.22,211771.01,prima_vacio
11089,2025-12-15,61,34,11,5,720.72,,131918.36,comision_vacio
11090,2025-02-15,2716,31,4,10,985.7,,,"comision_vacio,monto_asegurado_vacio"
11094,2025-05-31,1028,24,3,8,1730.4,,76872.73,comision_vacio
11095,2025-04-10,130,35,15,7,426.4,61.85,,monto_asegurado_vacio
11096,2025-05-10,896,48,8,11,356.49,62.3,,monto_asegurado_vacio
11097,2025-04-02,2645,40,13,3,1740.22,,92484.34,comision_vacio
11099,2026-01-04,534,93,10,2,1258.48,273.89,,monto_asegurado_vacio
11101,2025-11-17,1153,3,10,11,,81.19,20253.6,prima_vacio
11105,2025-02-01,808,47,8,4,,227.78,,"prima_vacio,monto_asegurado_vacio"
11106,2025-08-14,1489,49,6,11,1023.21,125.3,,monto_asegurado_vacio
11108,2025-03-12,489,63,12,11,1307.14,,127699.04,comision_vacio
11109,2025-10-08,1237,64,11,5,,116.13,,"prima_vacio,monto_asegurado_vacio"
11110,2025-02-27,2365,55,15,5,1482.36,,198295.02,comision_vacio
11111,,2693,32,3,9,1760.6,,,"fecha_emision_vacio,comision_vacio,monto_asegurado_vacio"
11113,2025-09-26,318,73,9,2,,329.66,173521.36,prima_vacio
11115,,2667,18,12,2,1482.0,218.05,172414.91,fecha_emision_vacio
11118,2025-07-23,423,20,13,11,1116.0,107.96,,monto_asegurado_vacio
11120,2025-09-14,2103,34,13,8,,104.66,194953.94,prima_vacio
11123,2025-03-21,2763,58,1,1,1564.51,166.29,,monto_asegurado_vacio
11127,2025-05-08,47,59,5,4,,54.65,30688.69,prima_vacio
11129,,1106,45,7,6,1658.88,,274485.49,"fecha_emision_vacio,comision_vacio"
11130,2025-02-18,2707,44,9,11,,218.42,153535.72,prima_vacio
11131,2025-06-25,1015,64,7,11,,10.87,41460.91,prima_vacio
11133,2025-02-17,1481,6,15,1,693.61,,,"comision_vacio,monto_asegurado_vacio"
11134,2025-09-30,1471,75,14,1,,307.23,99233.1,prima_vacio
11136,2025-01-04,2927,30,1,12,,,16020.27,"prima_vacio,comision_vacio"
11138,2025-10-07,1028,8,15,5,430.1,76.02,,monto_asegurado_vacio
11140,2025-03-19,3656,23,10,2,0.0,244.45,,monto_asegurado_vacio
11141,2025-05-06,1442,76,9,7,1891.49,319.29,,monto_asegurado_vacio
11143,,1249,25,15,5,784.05,188.0,21800.8,fecha_emision_vacio
11150,2025-01-06,1556,69,4,7,,96.58,35057.86,prima_vacio
11152,2026-04-02,358,4,2,1,726.31,,126933.0,comision_vacio
11153,2025-01-11,841,77,6,10,1313.52,,,"comision_vacio,monto_asegurado_vacio"
11154,2025-06-23,1863,80,10,10,1696.98,,334409.55,comision_vacio
11156,2025-07-20,183,58,12,8,,61.57,35446.36,prima_vacio
11160,,1057,66,1,5,1724.53,359.6,244419.58,fecha_emision_vacio
11163,2025-11-17,333,42,15,1,1198.76,,195483.58,comision_vacio
11167,2025-04-02,1813,79,13,3,1711.34,,123403.22,comision_vacio
11168,2025-03-11,1986,77,4,6,,94.25,22439.5,prima_vacio
11170,2025-06-14,1054,19,10,4,463.44,114.69,,monto_asegurado_vacio
11172,2025-12-12,2851,55,7,3,1424.22,,196127.33,comision_vacio
11174,2025-08-11,1273,36,13,4,274.49,24.82,,monto_asegurado_vacio
11175,2025-08-10,720,15,10,2,,198.24,282625.51,prima_vacio
11176,2026-01-11,2554,77,11,6,,112.64,92037.32,prima_vacio
11178,2025-10-16,1918,18,13,7,877.51,,89261.53,comision_vacio
11179,2025-07-31,26,54,7,12,1223.12,265.04,,monto_asegurado_vacio
11180,,712,16,3,11,1698.81,86.45,332328.37,fecha_emision_vacio
11181,2025-12-18,247,65,10,7,1457.24,,66451.54,comision_vacio
11182,,2098,34,12,5,,269.06,177571.45,"fecha_emision_vacio,prima_vacio"
11187,2025-10-07,2233,44,8,10,,53.36,84699.45,prima_vacio
11190,2025-01-18,1826,64,5,2,1719.01,,196600.9,comision_vacio
11192,2026-02-05,2841,41,10,12,548.87,129.54,,monto_asegurado_vacio
11194,2025-01-08,675,3,3,2,,,116436.72,"prima_vacio,comision_vacio"
11195,2026-01-14,775,32,3,9,,237.23,,"prima_vacio,monto_asegurado_vacio"
11196,2025-04-10,2587,7,13,12,,169.88,117662.24,prima_vacio
11198,2025-12-11,2143,31,1,1,,124.98,,"prima_vacio,monto_asegurado_vacio"
11200,2025-02-02,702,73,1,1,1958.01,,,"comision_vacio,monto_asegurado_vacio"
11201,2026-01-10,2649,54,11,8,490.69,120.79,,monto_asegurado_vacio
11205,,1755,43,10,5,,95.47,80745.19,"fecha_emision_vacio,prima_vacio"
11207,,2293,66,3,4,452.66,95.97,44108.16,fecha_emision_vacio
11210,2025-08-29,2381,78,5,11,,195.89,170045.53,prima_vacio
11211,2025-11-09,2219,30,1,12,902.97,155.64,,monto_asegurado_vacio
11212,2025-07-29,1980,30,7,11,,51.57,35305.56,prima_vacio
11214,2025-03-16,1,39,7,11,1972.15,,350015.72,comision_vacio
11218,2025-10-30,2751,5,11,8,357.1,75.04,,monto_asegurado_vacio
11219,2025-06-25,1549,93,13,8,,27.65,,"prima_vacio,monto_asegurado_vacio"
11220,2025-02-04,3777,10,11,1,657.37,127.45,,monto_asegurado_vacio
11221,,2557,54,7,9,834.7,163.43,103945.23,fecha_emision_vacio
11226,2025-04-24,2500,76,11,7,1194.3,158.07,,monto_asegurado_vacio
11228,,938,8,12,1,1504.35,,,"fecha_emision_vacio,comision_vacio,monto_asegurado_vacio"
11230,2025-07-15,2810,11,3,11,535.33,130.72,,monto_asegurado_vacio
11231,2025-02-24,1469,80,8,6,1095.72,217.64,,monto_asegurado_vacio
11233,,2591,78,8,12,1859.61,279.3,260909.36,fecha_emision_vacio
11235,2025-01-28,719,4,11,9,544.85,,70615.02,comision_vacio
11236,2025-12-13,2678,61,14,7,,32.64,,"prima_vacio,monto_asegurado_vacio"
11239,2025-08-29,2085,29,7,10,452.76,,71054.07,comision_vacio
11243,,1405,24,14,10,382.95,76.93,30122.1,fecha_emision_vacio
11244,2026-02-08,2113,78,10,11,1561.35,,197900.39,comision_vacio
11246,2025-12-14,2057,60,9,12,1590.14,,208476.98,comision_vacio
11248,,243,52,8,9,1947.01,198.55,159166.86,fecha_emision_vacio
11249,2025-02-04,2741,19,2,7,530.55,111.72,,monto_asegurado_vacio
11251,2025-04-07,2154,75,1,2,,82.75,146957.41,prima_vacio
11253,2025-01-12,2586,6,12,1,1059.97,140.93,,monto_asegurado_vacio
11256,,2646,70,11,9,238.28,25.92,43301.45,fecha_emision_vacio
11257,2025-12-07,233,102,3,11,,238.53,,"prima_vacio,monto_asegurado_vacio"
