id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
14959,2026-01-17,2464,58,12,2,736.27,70.09,94041.24
14961,2025-04-23,1305,44,7,3,466.76,115.93,92909.29
14963,2025-05-24,2975,36,12,7,823.77,184.56,145798.66
14964,2025-03-22,1589,57,5,8,791.22,159.91,156313.36
14967,2026-01-25,2174,56,5,8,211.08,50.18,7594.57
14968,2025-08-04,1626,1,13,9,1725.6,294.02,267600.94
14970,2025-06-03,2365,36,2,8,541.19,54.22,58614.18
14971,2026-01-31,1824,1,11,10,242.12,14.89,16336.25
14972,2025-06-15,1618,18,3,3,714.32,54.52,83349.9
14975,2025-02-06,1878,52,5,12,525.11,44.14,56233.98
14976,2025-05-13,820,58,6,3,1498.12,342.23,145784.01
14977,2026-02-12,2055,17,4,3,679.06,101.04,118428.22
14980,2025-01-31,1561,40,3,6,1606.28,91.77,146161.83
14981,2025-03-10,2084,27,14,5,1061.23,238.38,210185.38
14982,2025-05-10,218,59,11,5,234.94,56.44,17002.73
14985,2025-09-11,1051,20,4,8,118.39,19.51,10082.51
14986,2025-08-24,1616,77,6,5,188.48,38.67,21055.59
14988,2025-06-19,2432,47,6,3,189.84,29.69,28655.03
14991,2025-06-24,2861,90,13,12,778.36,89.6,141251.09
14992,2025-07-10,1841,30,4,8,1402.69,144.8,146780.5
14993,2026-09-02,1700,72,6,7,110.96,22.34,9897.58
14996,2025-09-01,277,15,3,3,1381.42,141.41,61065.43
15002,2025-09-02,1161,35,12,12,1946.47,279.92,88087.63
15003,2025-05-28,2461,58,4,2,1712.31,334.64,292946.75
15004,2025-11-26,762,23,11,2,1704.72,283.47,137481.97
15005,2025-12-29,1647,69,3,5,1025.17,148.99,61180.13
15006,2025-05-17,1600,55,7,11,148.52,28.97,5763.98
15010,2025-09-19,1182,12,14,5,691.99,45.07,42599.74
15012,2025-01-03,2013,45,11,4,882.48,217.43,65618.97
15013,2025-12-27,715,51,12,7,1865.7,179.97,84651.49
15014,2025-01-17,2681,57,13,1,1821.72,185.66,106911.18
15016,2025-09-01,992,33,1,3,134.49,13.77,3714.67
15018,2025-10-14,2979,50,5,12,975.72,140.87,60883.52
15019,2025-02-11,2024,22,15,2,1812.17,106.39,180323.51
15021,2025-01-07,1684,7,11,11,1926.0,180.32,72183.26
15022,2025-03-06,1421,38,3,4,483.2,107.18,91665.1
15025,2025-12-22,701,61,10,10,1545.82,170.04,202410.48
15026,2025-02-25,2606,12,14,1,1905.44,371.92,146498.64
15032,2025-04-08,2990,30,2,5,1582.72,90.51,49289.19
15035,2025-06-24,632,105,11,12,277.86,55.74,28463.38
15036,2025-12-14,80,58,4,8,1271.26,297.63,247195.68
15045,2025-01-26,1017,26,12,6,164.04,12.03,4035.05
15046,2025-10-14,1821,52,2,1,920.89,196.66,115818.53
15047,2025-05-03,1988,13,14,4,383.66,20.97,33625.57
15050,2025-02-21,401,48,15,3,1601.98,284.08,144606.96
15051,2026-02-16,1498,22,14,8,1713.72,390.08,125524.06
15052,2025-12-05,3757,116,2,2,1731.88,393.06,219694.66
15054,2025-10-22,2807,63,7,9,444.95,68.04,37721.25
15055,2025-02-07,2924,66,6,6,161.45,10.12,13372.56
15057,2025-11-14,1670,72,5,9,1991.35,197.88,345870.45
15058,2025-05-26,2151,51,13,10,1632.13,246.22,279014.26
15063,2026-01-14,969,54,8,7,236.06,48.18,31820.24
15064,2025-06-07,1043,24,9,11,789.77,119.37,71525.97
15065,2025-11-17,3746,7,10,2,1501.13,250.53,45304.57
15069,2025-02-10,1618,20,11,8,1925.1,385.6,80757.44
15070,2025-07-29,1826,77,3,2,656.72,115.98,111393.88
15078,2025-08-29,2469,47,12,1,1217.76,155.88,115208.75
15079,2025-06-07,2871,18,10,2,992.21,118.3,83910.27
15082,2025-03-29,941,64,6,3,1663.64,377.54,118433.05
15089,2025-05-27,1899,48,1,5,942.9,152.02,153198.72
15090,2025-11-28,1225,15,13,8,765.94,146.83,116248.99
15091,2025-10-05,2110,65,10,12,1767.82,324.19,178628.32
15093,2025-06-24,1683,28,13,11,1267.03,95.23,179962.85
15097,2025-08-31,2819,16,4,12,1136.86,81.55,122279.79
15098,2025-01-30,1534,51,1,12,1154.19,213.32,146432.83
15099,2025-08-24,1257,34,12,9,275.23,42.55,52524.0
15100,2026-02-11,987,63,14,4,256.5,19.38,15387.73
15104,2026-01-11,3840,54,5,10,1126.68,277.98,215453.93
15107,2026-04-01,1322,72,5,7,1570.75,366.73,77969.85
15116,2025-11-22,2691,46,2,7,1356.35,119.75,265609.62
15121,2025-02-08,1072,12,13,5,167.73,37.81,24879.0
15123,2025-10-15,2215,47,10,8,1040.48,170.07,190948.91
15125,2025-09-30,1389,23,15,3,718.03,42.14,133295.89
15127,2025-07-07,912,36,7,11,390.66,80.28,40236.76
15128,2025-06-21,1053,14,5,2,1254.23,157.33,38894.08
15132,2025-04-07,2565,21,14,1,1924.01,201.9,378184.73
15133,2025-01-24,295,52,15,5,528.08,114.34,50362.47
15136,2025-05-10,2603,64,2,10,217.79,31.69,39148.79
15139,2026-02-06,2758,42,10,2,229.65,28.89,29082.34
15143,2025-03-26,45,38,10,1,1366.23,85.76,43966.05
15144,2025-12-03,182,37,10,9,689.07,82.34,28647.47
15145,2025-10-27,2966,5,3,3,605.9,94.29,114829.67
15147,2025-12-06,2036,61,5,12,576.69,42.39,113307.26
15148,2025-09-26,2889,39,6,7,543.75,110.33,41666.15
15158,2025-10-04,1982,78,1,5,831.77,139.9,121222.55
15163,2025-10-23,2309,32,7,8,1457.93,294.49,29481.41
15164,2025-01-23,2395,52,11,9,1224.38,116.45,162089.71
15165,2025-06-13,206,30,2,7,930.82,57.98,107070.16
15170,2025-11-06,1084,38,4,8,1929.58,217.14,61387.6
15171,2026-01-12,1463,27,8,3,108.62,10.96,3019.29
15173,2025-11-24,875,53,2,4,552.94,65.1,58139.14
15174,2025-03-02,72,6,5,2,333.7,33.09,46542.68
15177,2025-06-26,281,38,2,5,165.19,16.53,30581.07
15178,2026-12-01,650,54,9,4,1200.18,92.19,155602.17
15180,2025-09-10,685,37,12,12,138.39,9.28,22674.15
15181,2025-06-01,1480,2,2,1,1396.44,308.64,229735.81
15182,2025-04-29,305,12,15,10,1988.4,371.74,91868.98
15183,2025-06-02,1293,14,9,1,141.86,21.47,17130.75
15187,2025-07-02,1402,45,7,8,1109.49,107.76,182898.59
15190,2025-07-25,1091,23,10,7,1781.66,241.69,211536.86
15196,2025-11-14,405,42,15,7,671.27,76.79,26582.0
15197,2025-08-07,1931,20,13,3,619.18,121.36,85254.09
15201,2025-11-25,296,48,10,3,1938.83,207.5,223315.67
15203,2025-11-15,2406,24,7,10,1723.37,302.64,244885.84
15205,2025-06-08,392,76,5,7,395.55,79.08,36397.77
15208,2025-03-04,1075,23,5,11,446.88,84.65,12833.58
15213,2025-04-11,1774,37,1,11,94.46,5.84,8441.88
15215,2025-05-06,2177,21,3,5,1323.45,247.72,79870.04
15217,2025-12-16,1162,73,5,11,728.8,128.84,141769.41
15223,2025-03-09,443,45,5,9,1391.37,110.81,137598.67
15224,2025-11-24,2811,53,7,10,1596.12,289.37,230682.97
15227,2025-08-06,331,72,13,12,1641.06,241.46,322449.1
15229,2025-12-27,1443,34,1,12,233.61,44.75,46526.0
15230,2026-01-01,1296,66,9,3,786.81,76.98,74052.13
15232,2026-01-29,571,53,15,12,1939.79,280.92,266719.04
15238,2025-05-29,1633,79,2,3,1288.71,232.61,251233.63
15246,2025-02-01,1952,16,11,3,847.17,208.72,135523.27
15247,2025-11-27,968,80,4,6,1729.34,101.27,42409.33
15249,2025-07-24,2461,60,11,12,821.03,195.74,85781.12
15252,2026-01-24,806,67,11,7,376.47,500.51,65819.56
15256,2025-12-27,739,13,6,4,1698.24,192.96,179602.22
15258,2025-08-08,1715,23,15,1,1242.3,286.94,167554.34
15265,2025-12-22,1035,3,1,12,347.64,29.78,45307.4
15266,2025-02-24,1909,36,8,2,1416.39,321.25,144800.97
15267,2025-11-09,252,59,8,3,508.54,77.78,46058.38
15268,2025-05-22,507,58,12,4,1574.49,177.74,249234.7
15277,2025-07-21,2937,46,7,12,260.57,39.23,23742.31
15278,2026-02-15,24,12,11,2,1428.18,118.07,153959.94
15279,2025-09-30,1302,75,13,5,1147.97,227.35,187961.57
15281,2026-01-21,2255,64,13,2,664.71,68.76,105800.1
15283,2025-07-15,1647,24,5,5,1065.47,131.28,161603.32
15286,2025-01-07,506,74,4,4,1261.81,244.28,88380.99
15288,2025-02-19,2640,28,5,11,506.06,106.12,51402.7
15290,2025-04-16,298,8,9,5,1664.77,92.25,107109.07
15293,2025-04-23,1275,70,4,1,1810.29,105.67,203776.84
15296,2025-03-13,590,74,14,11,1708.61,272.85,86940.92
15297,2025-10-06,44,59,8,6,1115.66,269.09,142571.97
15298,2026-05-02,1522,38,8,5,606.53,74.46,79419.58
15299,2025-04-28,420,47,6,1,1225.71,138.13,136543.72
15300,2025-05-25,1157,5,8,6,1098.19,213.01,129067.71
15301,2025-05-04,328,62,11,11,1436.45,196.13,124727.41
15302,2026-01-01,2374,50,3,9,1064.07,180.32,178258.11
15303,2025-02-10,1454,26,1,5,69.39,14.24,6456.37
15305,2025-10-17,3609,15,10,4,1728.21,106.04,45099.73
15307,2025-09-22,417,80,11,11,541.82,114.91,67521.75
15309,2025-07-07,776,22,7,6,1316.07,2232.47,114584.65
15311,2025-02-09,115,69,11,10,1841.93,178.24,204068.47
15312,2026-01-26,2631,74,1,2,856.94,145.88,168449.33
15313,2025-05-11,1158,33,5,9,1177.13,151.32,200027.96
15316,2025-01-30,1267,33,5,2,900.26,1224.63,142858.93
15317,2025-11-08,1871,5,7,7,1485.25,218.81,197392.39
15318,2025-06-23,1359,11,13,11,1785.28,417.67,269303.15
15319,2025-07-19,763,24,3,1,261.47,55.73,23344.14
15320,2025-06-11,1354,74,13,5,744.22,61.93,131001.14
15321,2025-08-06,2062,61,4,8,-1539.84,292.85,232394.13
15323,2025-08-28,560,26,15,7,127.57,23.77,12667.39
15334,2025-12-28,2652,62,10,11,902.57,222.67,111522.01
15336,2026-02-18,2359,25,14,2,633.43,809.92,48212.94
15340,2025-01-10,1872,11,15,9,328.83,62.94,22561.63
15342,2025-03-31,1840,25,3,7,519.87,50.95,76905.88
15347,2025-02-03,2962,52,3,12,1293.21,202.21,228842.13
15348,2025-07-08,1569,1,2,8,1088.58,184.75,119816.04
15350,2025-02-22,2948,7,5,1,639.05,147.38,64895.94
15352,2025-03-16,376,31,10,1,244.37,36.79,13563.86
15358,2025-03-05,1468,61,5,9,1981.53,216.61,358227.32
15362,2025-09-07,2602,41,6,12,1861.3,430.62,106748.42
15368,2025-08-03,1087,50,6,1,1647.38,155.13,237033.71
15371,2025-06-16,1853,76,12,1,760.85,163.63,128146.21
15372,2025-09-06,2898,77,3,5,74.74,14.95,3643.08
15373,2026-01-03,2126,100,5,4,129.25,25.14,20438.36
15375,2025-01-15,1365,71,8,6,1401.58,242.63,260295.43
15376,2025-03-12,697,9,13,8,793.74,105.81,41178.03
15378,2025-09-05,1701,10,6,4,261.54,55.0,14472.28
15381,2025-08-14,2948,78,9,10,102.74,24.93,15570.62
15382,2026-02-14,27,40,8,10,691.85,87.63,40143.23
15383,2025-10-02,2828,36,1,11,1612.79,130.13,128673.75
15389,2025-12-19,3679,21,12,5,1478.0,106.96,64443.99
15393,2025-10-09,2268,45,14,9,1906.45,285.32,91436.99
15395,2025-03-20,1839,69,12,2,1007.51,154.33,159296.53
15398,2025-01-29,2873,73,15,8,1726.48,285.2,112706.59
15400,2025-08-14,1281,20,10,12,-579.78,72.11,107994.89
15402,2025-11-07,2462,77,4,5,1662.96,276.37,235402.99
15407,2025-02-01,2982,23,3,7,1819.4,365.8,229470.8
15409,2025-08-27,2288,76,8,8,1910.83,138.72,272871.05
15413,2025-03-29,2924,46,6,4,1032.66,78.03,201027.02
15414,2025-06-16,2734,74,7,2,271.03,37.44,15042.32
15416,2025-09-10,966,68,9,4,390.79,56.37,73212.54
15417,2025-10-02,2163,39,14,12,743.19,43.29,127071.29
15418,2025-11-20,309,58,2,12,1748.44,184.62,155846.09
15419,2025-06-04,1657,14,12,12,679.61,72.7,18122.61
15420,2026-02-03,1199,1,9,2,433.82,83.76,41644.74
15422,2025-03-04,250,33,1,7,1175.61,201.78,184359.23
15424,2025-07-16,276,30,14,2,840.9,86.19,49403.56
15426,2025-06-13,1352,64,1,4,1364.61,204.47,29856.82
15429,2025-08-28,1615,58,12,7,1264.15,113.41,34484.14
15432,2025-11-01,386,13,6,2,133.54,16.95,21898.14
15433,2025-06-08,1150,73,3,5,621.76,98.72,53275.54
15434,2025-10-06,188,59,8,5,874.64,193.54,105184.32
15437,2025-04-27,724,24,1,11,669.04,122.81,17478.73
15439,2025-02-20,6,57,2,4,769.79,150.75,18109.45
15440,2025-08-03,164,26,11,6,455.39,25.67,27385.36
15441,2025-08-10,2773,77,1,11,0.0,100.52,57881.76
15443,2025-11-21,1195,78,6,8,769.04,66.61,28319.99
15444,2025-03-16,2087,71,10,1,1945.31,469.52,277681.72
15447,2025-01-06,1376,55,4,8,1007.12,161.97,137660.15
15449,2025-07-29,2556,44,1,12,1918.91,216.67,336745.67
15450,2025-02-19,1050,59,14,3,1451.02,96.87,72848.76
15451,2025-06-05,2566,42,5,12,1561.9,89.76,104177.12
15454,2026-01-26,1786,43,7,1,515.51,106.03,59024.46
15456,2025-05-13,541,66,1,6,1505.43,371.32,158233.19
15461,2025-03-13,936,65,8,9,76.51,13.98,9929.93
15462,2025-06-23,2997,78,6,7,920.75,135.74,55439.0
15464,2025-11-27,2672,79,9,7,1245.84,150.21,204080.23
15465,2025-11-01,3713,2,4,5,1228.65,231.69,235857.75
15470,2025-04-26,2765,38,8,10,490.53,111.36,74663.62
15472,2026-02-14,693,59,9,1,511.23,49.92,59560.2
15473,2025-09-12,1241,52,6,3,1469.56,198.95,101448.13
15474,2026-01-10,1700,58,12,4,1105.23,219.35,214566.12
15475,2025-08-13,202,72,9,7,1775.83,295.37,119309.96
15479,2025-11-18,2573,31,4,1,1333.08,320.88,80814.8
15481,2025-06-08,2130,43,10,6,1066.24,133.75,97012.1
15484,2025-10-22,138,50,11,10,1859.2,370.1,160658.03
15488,2025-11-03,147,66,9,9,197.62,31.99,15882.58
15491,2025-11-12,2091,63,7,5,1710.97,397.04,149585.52
15494,2025-05-19,1302,7,4,2,842.47,47.02,75286.92
15495,2025-03-23,2591,58,7,7,1998.43,397.87,311311.72
15496,2025-01-13,1276,33,2,5,1718.44,175.92,302762.16
15497,2025-04-30,2336,35,13,9,339.81,25.52,35671.89
15498,2025-09-14,1616,5,10,8,1841.17,144.15,322176.46
15501,2026-01-18,1756,2,1,10,452.51,82.47,47031.07
15502,2025-11-02,1879,52,10,6,173.99,15.36,34791.95
15506,2025-10-22,1753,37,8,4,1128.5,85.13,164361.51
15507,2025-01-03,2067,29,15,6,1711.68,327.35,91055.91
15510,2025-12-29,1972,60,5,11,1573.44,220.94,173849.0
15515,2025-07-15,2868,25,14,7,1877.09,398.05,351731.42
15516,2025-06-14,315,42,2,6,464.04,54.51,23322.55
15517,2025-04-25,1551,37,5,7,1225.73,174.61,78134.96
15518,2025-08-18,1395,5,10,2,1311.09,209.18,143100.84
15520,2025-01-25,501,28,2,11,215.97,26.19,13899.78
15521,2025-04-03,660,36,10,8,1451.98,142.57,173163.43
15522,2025-08-22,523,72,11,11,640.42,85.19,40820.25
15524,2025-06-15,234,32,8,1,85.48,12.91,16504.78
15527,2025-07-28,1139,73,14,7,1636.77,118.58,228850.54
15532,2025-07-12,1793,1,5,8,994.06,146.13,185037.24
15533,2025-11-02,1148,3,6,9,545.58,85.21,17282.84
15535,2025-05-28,1491,21,2,4,1713.1,230.08,171289.52
15539,2025-07-16,655,10,8,8,1791.13,129.14,214010.3
15540,2025-02-02,45,35,13,3,800.73,71.82,68168.34
15541,2025-09-15,804,23,3,5,658.87,72.98,25021.67
15542,2025-06-07,2752,18,9,5,1901.45,251.52,146635.92
15543,2025-09-22,3817,75,11,3,965.74,128.32,186655.67
15544,2025-04-09,1354,9,7,12,122.74,15.46,15572.72
15545,2025-04-20,2126,61,14,8,177.59,36.95,11651.61
15546,2025-08-30,2870,7,5,10,1536.64,166.06,35345.67
15547,2025-12-20,1910,27,1,3,513.67,88.06,57983.36
15548,2025-05-15,218,50,1,7,1718.26,411.79,289351.07
15549,2025-10-19,2272,49,3,12,1798.06,92.44,117107.78
15552,2025-10-15,151,17,13,10,1178.2,266.23,115100.84
15555,2025-11-15,1658,68,8,8,0.0,144.49,125628.03
15557,2026-02-17,1723,58,8,11,363.68,31.13,25396.78
15560,2025-09-24,1958,42,15,9,635.75,90.72,34087.25
15561,2025-07-07,365,1,8,11,74.26,8.92,14148.2
15562,2025-10-15,2552,45,9,4,1250.57,275.54,47091.62
15567,2025-03-10,949,69,15,5,1634.74,306.42,33139.82
15568,2025-06-28,1838,63,14,10,131.28,18.53,21579.53
15571,2025-10-30,621,21,7,11,1379.82,331.41,39834.58
15578,2025-04-06,2204,34,8,11,1694.85,247.07,325168.52
15581,2025-01-12,2873,79,15,7,928.44,209.16,43178.67
15582,2025-09-04,2346,57,10,12,889.82,56.28,171904.51
15583,2025-04-15,2691,70,12,8,1829.21,355.36,164118.27
15588,2025-01-21,1742,14,7,2,1856.81,421.35,185130.4
15589,2025-04-18,935,63,14,9,1706.6,147.53,280414.97
15591,2025-12-25,2559,6,8,2,1200.83,291.79,137727.58
15592,2025-09-21,913,19,11,2,1110.98,241.04,92708.24
15594,2025-01-03,203,54,10,12,1041.43,1485.32,21639.08
15597,2026-01-08,1349,1,9,12,520.74,121.95,51536.23
15599,2025-11-13,1125,22,6,8,1438.93,336.72,178442.73
15600,2025-02-12,1852,55,15,5,746.54,129.75,73860.85
15605,2025-07-14,1347,21,9,1,-659.79,95.24,71706.99
15606,2025-11-06,1134,33,2,2,259.14,31.37,33088.46
15607,2025-08-05,1481,62,14,6,872.97,101.25,103929.07
15610,2025-03-28,2614,37,5,11,500.64,33.68,53712.14
15612,2025-03-13,1497,14,6,8,927.71,66.87,135138.61
15613,2025-06-26,2915,2,5,11,553.69,712.81,22358.04
15615,2025-09-15,2164,13,1,12,738.08,130.6,64806.63
15617,2025-06-23,1822,51,15,3,1395.75,259.34,260528.4
15619,2025-03-23,2433,60,9,6,1109.48,159.8,126625.76
15620,2025-02-11,1433,77,4,7,800.78,195.13,79165.78
15621,2025-10-10,1326,46,15,10,1743.7,194.7,313434.5
15622,2025-03-24,688,48,14,1,1881.36,229.33,124911.57
15623,2025-08-21,1808,37,6,12,1501.27,360.62,33177.53
15628,2026-12-02,2047,37,15,8,1057.57,57.77,75850.82
15629,2025-08-27,2985,26,5,9,978.86,85.4,110948.84
15634,2025-11-03,2625,60,3,2,1249.07,81.54,163853.37
15635,2025-08-05,1297,7,6,11,797.09,42.41,23508.55
15641,2025-06-07,882,74,2,8,746.08,143.93,149082.07
15642,2025-12-11,1702,74,6,11,0.0,60.94,40737.39
15644,2025-05-10,2554,5,6,11,163.13,9.85,31436.95
15645,2025-06-13,295,9,2,10,193.86,33.31,38703.03
15647,2025-01-13,2623,68,8,3,1318.36,238.94,203376.32
15650,2025-06-05,2313,37,7,11,63.3,14.77,3684.48
15651,2025-11-02,1760,13,2,1,1194.04,155.89,139417.47
15653,2025-09-23,1979,78,6,7,1167.61,183.5,161371.46
15655,2026-01-16,1472,35,1,6,246.79,51.77,20076.0
15658,2025-04-02,745,13,13,12,781.41,121.21,33419.36
15659,2025-02-26,2083,29,11,5,788.7,95.12,84120.13
15660,2025-12-02,182,8,9,7,122.07,10.59,15832.56
15661,2026-01-24,1053,36,14,1,374.47,78.1,26234.85
15662,2025-04-11,2729,45,10,8,963.38,81.74,104842.41
15664,2025-01-11,411,38,2,5,429.87,70.13,77595.43
15667,2025-12-09,354,16,7,8,1904.22,168.69,339431.18
15676,2025-10-23,804,54,5,4,241.72,266.79,17551.55
15681,2025-11-09,1271,75,13,8,607.21,119.0,91068.23
15683,2025-12-02,1614,16,4,2,1016.15,90.02,87866.92
15690,2026-02-17,1881,70,12,11,1411.18,224.93,279693.02
15692,2025-07-12,796,38,11,12,1424.59,1916.78,70558.35
15695,2025-01-01,1419,80,13,12,444.59,68.69,39503.85
15697,2025-07-25,1485,54,6,9,1802.47,294.55,76772.61
15699,2025-07-14,1295,74,11,3,889.94,154.76,69696.51
15704,2026-01-23,1046,68,5,6,1018.17,240.89,130143.39
15705,2025-10-04,1834,75,15,4,1652.65,254.48,164017.4
15706,2025-03-17,1335,38,6,7,518.52,111.66,97263.83
15707,2025-04-28,1429,31,3,4,1631.66,270.59,102044.89
15710,2026-02-13,2165,61,15,5,536.29,92.2,34822.23
15711,2025-03-10,2546,30,10,6,-1644.16,208.44,316276.96
15712,2025-08-15,47,12,15,3,472.67,36.99,18217.19
15714,2025-03-25,108,11,8,8,172.38,41.72,10792.06
15718,2025-05-31,2834,73,12,7,793.76,130.35,44142.43
15719,2025-04-18,902,80,7,9,1438.96,253.27,140807.2
15725,2025-02-12,1535,45,14,1,1147.6,1844.96,82942.91
15727,2025-07-15,99,9,5,1,784.47,72.68,49149.83
15729,2025-12-08,2197,77,13,8,931.54,159.75,183365.55
15730,2025-04-27,802,23,12,3,1364.57,151.67,237246.27
15733,2025-12-28,1143,71,15,10,1601.57,226.46,124376.94
15739,2025-09-21,2441,43,5,6,932.56,93.88,109597.79
15740,2025-11-15,2310,70,2,5,1793.78,395.7,240721.76
15741,2025-12-29,807,14,12,9,853.63,176.13,29660.35
15742,2025-04-23,786,64,6,7,762.68,177.62,67090.11
15743,2025-12-17,1213,29,13,2,781.89,151.06,54539.2
15744,2025-03-08,1804,79,13,1,589.14,33.88,112430.47
15745,2026-01-08,728,66,12,4,1660.29,271.64,156123.85
15746,2025-07-28,2636,48,2,9,610.97,77.7,43728.95
15749,2025-01-03,1273,26,14,12,1128.6,66.43,173323.31
15750,2025-06-11,2572,35,15,4,1639.94,125.51,326270.22
15753,2025-07-22,455,74,1,5,959.83,85.69,187971.7
15754,2025-11-15,1343,73,4,1,429.54,25.96,52168.4
15759,2025-11-05,2940,66,2,8,1246.23,170.64,237744.3
15760,2025-07-22,1900,27,12,7,618.62,140.13,48382.64
15762,2025-11-10,3894,75,13,2,820.12,162.58,120815.4
15767,2025-03-23,568,35,3,11,1160.75,103.02,73741.92
15769,2025-02-02,1234,50,10,3,1028.16,1431.14,121705.91
15772,2025-02-06,904,36,6,5,1470.6,247.89,208961.03
15773,2025-10-07,2200,45,15,4,589.45,32.0,113153.98
15774,2025-06-07,2866,25,8,6,509.9,43.75,40089.4
15775,2025-04-30,766,4,3,3,1706.52,192.54,218782.13
15776,2025-06-11,2577,79,3,7,948.16,98.52,128830.07
15777,2025-10-04,1194,76,15,5,1499.98,186.65,270143.15
15780,2025-11-10,2739,13,13,10,769.56,54.67,45561.81
15781,2025-12-31,1436,52,10,10,1729.11,222.55,288383.45
15782,2026-12-02,1269,26,7,7,1471.65,282.82,110101.34
15783,2025-12-04,2076,19,2,7,86.14,9.64,6677.75
15784,2025-10-15,2196,62,13,2,435.33,30.92,51978.77
15785,2026-01-11,3578,67,13,4,1659.45,222.78,47766.54
15788,2025-09-08,208,41,11,12,1505.93,139.55,213737.8
15790,2025-09-13,452,12,15,10,1688.16,171.74,105244.58
15791,2025-08-19,1977,33,3,8,-670.76,88.62,62451.54
15793,2025-11-09,1596,50,11,1,498.6,28.47,24591.74
15795,2026-02-04,1765,24,7,2,1147.77,229.05,56980.37
15796,2025-12-17,1935,36,5,9,1159.7,93.79,176289.22
15797,2025-03-08,3782,47,6,11,0.0,79.04,22032.03
15800,2026-10-01,183,27,8,4,1192.43,73.88,194879.82
15803,2025-06-25,264,105,8,1,1530.58,298.7,201345.74
15804,2025-05-19,1574,9,9,12,730.08,43.72,35713.35
15805,2025-07-19,2617,1,9,12,346.35,83.48,8371.68
15808,2025-04-10,1135,30,6,5,1370.4,83.3,180334.73
15810,2025-06-05,2360,43,4,3,1051.79,69.63,110096.88
15811,2025-08-28,1590,20,6,4,1283.13,104.68,218166.05
15813,2025-10-25,1929,64,15,7,580.63,98.39,39441.73
15814,2025-05-11,2431,5,1,2,388.9,700.02,48712.01
15817,2025-09-26,732,75,2,11,1571.59,163.76,217556.66
15821,2025-05-12,2228,26,11,2,62.84,4.24,5719.85
15824,2025-04-12,342,8,11,3,1018.32,70.04,182447.41
15825,2025-09-12,470,18,5,4,446.23,71.59,48070.76
15826,2025-02-07,484,2,7,12,1988.1,428.62,371327.68
15827,2025-12-11,1927,8,4,12,337.84,70.98,31007.13
15829,2025-11-09,18,71,7,4,1938.53,380.28,129535.49
15832,2025-11-27,788,4,12,9,993.17,61.8,119437.11
15833,2025-01-27,2683,9,14,2,204.29,42.49,24152.83
15834,2025-02-17,2695,34,8,10,910.4,107.44,71787.2
15836,2025-05-15,1996,54,2,2,784.53,162.72,130033.02
15839,2025-01-28,2595,19,10,9,659.36,67.73,122215.84
15840,2025-10-23,2949,69,11,7,1218.4,157.0,182575.16
15841,2025-08-25,2877,71,8,9,1094.38,80.39,194084.91
15844,2025-11-24,1958,62,8,12,1020.0,186.6,31171.38
15845,2025-10-11,492,58,13,10,248.4,35.97,7305.32
15846,2025-08-02,1344,67,8,6,70.38,5.72,13135.64
15847,2026-01-16,1914,27,10,10,1297.97,254.38,76485.34
15848,2025-05-03,2932,37,13,6,1079.58,61.72,84546.83
15849,2025-11-12,2936,34,5,9,1618.81,1953.48,297097.1
15850,2025-08-19,2890,62,7,4,1411.31,342.73,123418.28
15852,2025-02-25,2932,53,4,3,952.8,213.25,45363.69
15856,2025-10-13,284,31,4,1,892.44,109.86,155621.71
15858,2025-11-19,365,39,1,9,1784.24,355.25,42609.26
15860,2025-02-19,531,63,10,5,441.02,44.42,43966.74
15861,2025-09-27,2237,64,8,5,1591.43,377.61,312659.71
15864,2025-01-26,104,19,11,4,1287.29,228.93,239242.93
15865,2025-10-25,2983,62,1,2,766.82,105.72,143682.74
15866,2025-04-16,1214,73,9,4,317.82,35.24,27529.81
15868,2025-06-14,898,44,11,8,1266.01,220.31,58958.34
15869,2025-10-12,1701,41,11,8,1328.18,227.67,92846.35
15870,2025-04-10,976,48,10,6,1810.36,236.32,109541.52
15871,2026-01-24,161,7,5,11,98.84,16.93,7585.49
15872,2025-12-20,2518,26,3,5,1006.12,141.04,187592.42
15873,2025-12-07,661,53,15,3,1235.01,279.01,85019.13
15874,2025-06-03,2367,67,9,10,1664.97,396.5,102221.13
15876,2026-01-19,1201,77,2,11,1058.5,112.77,46693.43
15880,2025-11-11,1774,79,14,10,588.09,136.84,31206.13
15882,2025-07-20,1731,2,14,7,1065.07,203.73,168598.02
15883,2025-04-21,286,23,4,12,1772.16,187.63,229613.7
15884,2025-03-15,452,79,1,12,754.41,144.3,53964.46
15885,2025-07-10,997,45,10,7,771.46,108.54,130068.21
15886,2025-10-24,1251,20,10,5,95.84,10.81,2213.47
15889,2025-09-13,1733,59,10,1,1846.86,132.15,138626.71
15893,2025-10-25,708,41,4,11,1301.8,66.98,147203.07
15894,2025-09-25,587,36,14,4,856.69,157.71,130018.61
15896,2025-05-18,1966,28,3,5,296.81,54.04,45437.96
15898,2025-11-19,344,34,3,5,1926.12,232.08,260720.43
15901,2026-01-11,1157,5,10,10,199.43,41.56,17495.02
15904,2025-08-30,500,9,10,4,1007.44,242.63,33678.67
15908,2025-09-10,2995,27,2,3,829.76,139.06,68466.83
15909,2025-09-10,2942,39,7,9,1498.54,262.72,153443.52
15911,2025-02-16,2144,63,14,7,990.64,140.1,40182.67
